Date,Capacity,Turnover,Open,High,Low,Close,Change,Transaction,MA5,MA10,MA5_Capacity,BR5,BR10,High-Low,Open-Close,EMA5,EMA10,K,D,MACD,MACD_signal,MACD_hist,RSI14,STD20,ADX
2010-01-04,39511138,2557720928,65.0,65.0,64.0,64.9,0.4,8255,,,,,,1.0,0.09999999999999432,64.9,64.9,,,,,,,,
2010-01-05,38394084,2464115096,65.0,65.1,63.9,64.5,-0.4,9205,,,,,,1.1999999999999957,0.5,64.76666666666668,64.82727272727273,,,,,,0.0,,
2010-01-06,52734385,3390698544,64.5,64.9,63.7,64.9,0.4,12597,,,,,,1.2000000000000028,-0.4000000000000057,64.81111111111113,64.8404958677686,,,,,,7.142857142857142,,
2010-01-07,53294614,3437221996,64.9,65.0,64.2,64.2,-0.7,11195,,,,,,0.7999999999999972,0.7000000000000028,64.60740740740742,64.72404207362885,,,,,,6.295399515738506,,
2010-01-08,48047497,3068341466,63.5,64.3,63.5,64.0,-0.2,9804,64.5,,46396343.6,-0.7751937984496124,,0.7999999999999972,-0.5,64.40493827160495,64.59239806024178,,,,,,6.073674752920042,,
2010-01-11,37446686,2413758179,64.0,64.9,63.5,64.5,0.5,8066,64.42,,45983453.2,0.12418503570319511,,1.4000000000000057,-0.5,64.4366255144033,64.57559841292509,,,,,,14.208698945773529,,
2010-01-12,52444792,3337576396,64.4,64.4,63.3,63.6,-0.9,12865,64.24000000000001,,48793594.8,-0.9962640099626519,,1.1000000000000085,0.8000000000000043,64.15775034293554,64.39821688330234,,,,,,12.16611214457429,,
2010-01-13,49806496,3129817596,63.0,63.1,62.6,62.8,-0.8,10609,63.82000000000001,,48208017.0,-1.5982450642431998,,0.5,0.20000000000000284,63.70516689529036,64.10763199542919,,,,,,10.694424069080751,,
2010-01-14,39254264,2469193916,63.6,63.6,63.0,63.2,0.4,8755,63.620000000000005,,45399947.0,-0.6601697579377581,,0.6000000000000014,0.3999999999999986,63.53677793019358,63.94260799626024,,,,,,16.155677175717987,,
2010-01-15,50011109,3155482441,62.9,63.5,62.8,63.5,0.3,11048,63.52,64.01,45792669.4,-0.031486146095722804,-0.7967505077331747,0.7000000000000028,-0.6000000000000014,63.52451862012906,63.862133815122014,,,,,,20.10202575956749,,
