Date,Capacity,Turnover,Open,High,Low,Close,Change,Transaction,rate,Movement,MA5,MA10,MA5_Capacity,BR5,BR10,High-Low,Open-Close,EMA5,EMA10,STD20,RSI14,BB_Middle,BB_Upper,BB_Lower,BB_position,ATR,K,D,MACD,MACD_signal,MACD_hist,ADX
2010-01-04,39511138,2557720928,65.0,65.0,64.0,64.9,0.4,8255,,0,,,,,,1.0,0.09999999999999432,64.9,64.9,,,,,,,,,,,,,
2010-01-05,38394084,2464115096,65.0,65.1,63.9,64.5,-0.4,9205,-0.6163328197226536,0,,,,,,1.1999999999999957,0.5,64.76666666666668,64.82727272727273,,,,,,,,,,,,,
2010-01-06,52734385,3390698544,64.5,64.9,63.7,64.9,0.4,12597,0.6201550387596955,1,,,,,,1.2000000000000028,-0.4000000000000057,64.81111111111113,64.8404958677686,,,,,,,,,,,,,
2010-01-07,53294614,3437221996,64.9,65.0,64.2,64.2,-0.7,11195,-1.078582434514641,0,,,,,,0.7999999999999972,0.7000000000000028,64.60740740740742,64.72404207362885,,,,,,,,,,,,,
2010-01-08,48047497,3068341466,63.5,64.3,63.5,64.0,-0.2,9804,-0.31152647975077885,0,64.5,,46396343.6,-0.7751937984496124,,0.7999999999999972,-0.5,64.40493827160495,64.59239806024178,,,,,,,,,,,,,
2010-01-11,37446686,2413758179,64.0,64.9,63.5,64.5,0.5,8066,0.78125,1,64.42,,45983453.2,0.12418503570319511,,1.4000000000000057,-0.5,64.4366255144033,64.57559841292509,,,,,,,,,,,,,
2010-01-12,52444792,3337576396,64.4,64.4,63.3,63.6,-0.9,12865,-1.3953488372092981,0,64.24000000000001,,48793594.8,-0.9962640099626519,,1.1000000000000085,0.8000000000000043,64.15775034293554,64.39821688330234,,,,,,,,,,,,,
2010-01-13,49806496,3129817596,63.0,63.1,62.6,62.8,-0.8,10609,-1.2578616352201366,0,63.82000000000001,,48208017.0,-1.5982450642431998,,0.5,0.20000000000000284,63.70516689529036,64.10763199542919,,,,,,,,,,,,,
2010-01-14,39254264,2469193916,63.6,63.6,63.0,63.2,0.4,8755,0.6369426751592355,1,63.620000000000005,,45399947.0,-0.6601697579377581,,0.6000000000000014,0.3999999999999986,63.53677793019358,63.94260799626024,,,,,,,,,,,,,
2010-01-15,50011109,3155482441,62.9,63.5,62.8,63.5,0.3,11048,0.4746835443038,1,63.52,64.01,45792669.4,-0.031486146095722804,-0.7967505077331747,0.7000000000000028,-0.6000000000000014,63.52451862012906,63.862133815122014,,,,,,,,,,,,,
2010-01-18,30586332,1924772947,62.8,63.1,62.8,62.9,-0.6,9875,-0.9448818897637823,0,63.2,63.81,44420598.6,-0.47468354430380416,-1.426108760382391,0.30000000000000426,-0.10000000000000142,63.3163457467527,63.68720039419074,,,,,,,,,,,,,
2010-01-19,47541231,2970283048,63.0,63.2,62.0,62.5,-0.4,14132,-0.6359300476947549,0,62.98,63.61,43439886.4,-0.7621467132422942,-1.7450086464392383,1.2000000000000028,0.5,63.044230497835144,63.47134577706515,,,,,,,,,,,,,
2010-01-20,52519052,3292097534,62.9,63.2,62.2,63.0,0.5,13043,0.8000000000000007,1,63.02,63.42,43982397.6,-0.03173595683910366,-0.6622516556291418,1.0,-0.10000000000000142,63.02948699855677,63.385646544871484,,,,,,,,,,,,,
2010-01-21,24842055,1552278255,63.0,63.0,62.1,62.6,-0.4,8212,-0.6349206349206327,0,62.9,63.260000000000005,41099955.8,-0.47694753577106064,-1.043313310148599,0.8999999999999986,0.3999999999999986,62.88632466570452,63.24280171853121,,,,,,,0.9928571428571438,,,,,,55.46939952686366
2010-01-22,64001109,3916952764,61.5,61.7,61.0,61.1,-1.5,18967,-2.396166134185307,0,62.42,62.970000000000006,43897955.8,-2.114706824735662,-2.9696680959186983,0.7000000000000028,0.3999999999999986,62.290883110469686,62.85320140607099,,23.987139958799844,,,,,1.0357142857142867,,,,,,56.3183301749542
2010-01-25,62230836,3759976086,60.1,60.8,60.1,60.4,-0.7,18763,-1.1456628477905073,0,61.92,62.56,50226856.6,-2.454780361757111,-3.452685421994891,0.6999999999999957,-0.29999999999999716,61.66058874031313,62.40716478678535,,21.08868071401605,,,,,1.0214285714285727,9.30543735983774,,,,,57.55058593925338
2010-01-26,80078237,4839012506,60.6,61.2,60.0,60.1,-0.3,17643,-0.4966887417218513,0,61.44000000000001,62.21,56734257.8,-2.18098958333335,-3.3917376627551827,1.2000000000000028,0.5,61.14039249354209,61.9876802800971,,19.97470189421398,,,,,1.0214285714285727,3.5204911232785827,,,,,57.659387213047886
2010-01-27,53876237,3227674030,60.1,60.4,59.5,59.6,-0.5,13505,-0.8319467554076532,0,60.760000000000005,61.89000000000001,57005694.8,-1.9091507570770303,-3.700113103894015,0.8999999999999986,0.5,60.62692832902806,61.553556592806714,,18.244877901974846,,,,,1.02857142857143,3.324766943814561,5.383565142310294,,,,58.05585973760044
2010-01-28,44033633,2666239239,60.5,61.5,59.8,60.0,0.4,11197,0.6711409395973034,1,60.239999999999995,61.57000000000001,60844010.4,-0.39840637450198363,-2.5499431541335182,1.7000000000000028,0.5,60.417952219352046,61.27109175775095,,23.92111367966845,,,,,1.1071428571428588,4.3703703703703844,3.7385428124878426,,,,56.17185638228332
2010-01-29,98124608,5948654037,60.1,61.5,59.4,61.5,1.5,18337,2.499999999999991,1,60.32000000000001,61.370000000000005,67668710.2,1.9562334217506507,0.21182988430828656,2.1000000000000014,-1.3999999999999986,60.778634812901366,61.312711438159866,1.7004333812915167,40.58144076000408,62.69,66.09086676258303,59.28913323741696,0.3250446014097645,1.1571428571428584,17.7037037037037,8.466280339296214,,,,54.76565073158456
2010-02-01,82234872,4934428435,60.7,60.7,59.5,59.8,-1.7,16893,-2.764227642276429,0,60.2,61.06,71669517.4,-0.6644518272425343,-2.0635440550278497,1.2000000000000028,0.9000000000000057,60.45242320860091,61.03767299485807,1.733652973227028,32.02254764329443,62.43499999999999,65.90230594645405,58.967694053545934,0.12002199392084877,1.2142857142857153,20.261022927689567,14.111699000587883,,,,53.45988834164999
2010-02-02,72141345,4296416714,60.2,60.4,59.0,59.0,-0.8,15211,-1.3377926421404673,0,59.98,60.71,70082139.0,-1.6338779593197679,-2.8166694119584923,1.3999999999999986,1.2000000000000028,59.96828213906728,60.66718699579296,1.8227798319570676,28.930334991715114,62.15999999999999,65.80555966391412,58.514440336085855,0.06659603856171888,1.2428571428571438,17.17460317460315,18.379776601998806,,,,52.66717336973173
2010-02-03,42627861,2534155240,60.2,60.3,58.8,59.8,0.8,9966,1.3559322033898313,1,60.02,60.39,67832463.8,-0.3665444851716194,-0.9769829441960646,1.5,0.4000000000000057,59.91218809271152,60.50951663292151,1.7754095153987366,35.62481216244669,61.90500000000001,65.45581903079749,58.35418096920254,0.20358951248393312,1.2928571428571434,10.266801756163439,15.90080928615205,,,,52.08888719177097
2010-02-04,46032165,2726713591,60.0,60.0,59.0,59.1,-0.7,11819,-1.1705685618728978,0,59.839999999999996,60.04,68232170.2,-1.2366310160427723,-1.5656229180546266,1.0,0.8999999999999986,59.64145872847435,60.25324088148123,1.7945824906616648,32.720489123109104,61.65,65.23916498132333,58.06083501867667,0.1447641703196645,1.3142857142857147,9.36492585428758,12.26877692835139,,,,51.55190716937884
2010-02-05,66295018,3811514312,57.6,57.9,57.2,57.2,-1.9,18203,-3.2148900169204686,0,58.98,59.65,61866252.2,-3.0179721939640456,-4.1072925398155835,0.6999999999999957,0.3999999999999986,58.82763915231624,59.69810617575737,1.962248978247033,26.423617313170894,61.31,65.23449795649407,57.38550204350594,-0.023633856554693175,1.4000000000000001,9.36492585428758,9.665551154912865,,,,52.18465923364942
2010-02-06,16391569,948580952,57.6,58.1,57.3,58.0,0.8,5867,1.3986013986013957,1,58.620000000000005,59.410000000000004,48697591.6,-1.0576595018765003,-2.373337821915509,0.8000000000000043,-0.3999999999999986,58.551759434877496,59.389359598346935,1.9442966526958152,32.32875841126095,60.985,64.87359330539164,57.09640669460837,0.11618511302516205,1.3785714285714283,6.7171717171717304,8.48234114191563,-2.095675787178699,,,52.3933846703964
2010-02-08,45835431,2635605686,58.0,58.2,57.0,57.4,-0.6,11834,-1.0344827586206917,0,58.3,59.14,43436408.8,-1.5437392795883338,-2.9421711193777513,1.2000000000000028,0.6000000000000014,58.167839623251666,59.02765785319294,1.9989141789323466,30.360650674947706,60.675,64.67282835786469,56.677171642135306,0.09040262527063161,1.3928571428571428,6.666666666666643,7.582921412708651,-2.123954462918462,,,52.74978262580741
2010-02-09,49551665,2905054055,58.4,59.2,57.7,58.6,1.2,10807,2.0905923344947785,1,58.06,59.04,44821169.6,0.9300723389596954,-0.7452574525745219,1.5,-0.20000000000000284,58.31189308216778,58.94990187988513,1.9844858806568129,38.43337083362345,60.464999999999996,64.43397176131363,56.49602823868637,0.2650524982089151,1.4571428571428575,18.0141843971631,10.466007593667157,-2.026179015558803,,,51.34974118536285
2010-02-10,53809831,3156970629,59.0,59.2,58.2,58.4,-0.2,13992,-0.34129692832765013,0,57.919999999999995,58.879999999999995,46376702.8,0.8287292817679627,-0.8152173913043426,1.0,0.6000000000000014,58.341262054778525,58.84991971990601,1.9256919467256788,37.65000669892698,60.225,64.07638389345136,56.373616106548646,0.26307217736680094,1.4142857142857146,23.94011032308903,16.206987128972923,-1.942438377136753,,,50.04970270495004
2010-02-22,49684787,2964348523,60.5,60.5,59.0,59.0,0.6,15040,1.0273972602739656,1,58.279999999999994,58.629999999999995,43054656.6,1.2354152367879307,0.6310762408323461,1.5,1.5,58.560841369852355,58.87720704355946,1.7803015711419357,41.50213848008487,60.0,63.560603142283874,56.439396857716126,0.3595743529902955,1.4928571428571433,36.532702915681625,26.16233254531125,-1.8068303170951197,,,47.0505928875379
2010-02-23,52030754,3098100688,59.6,59.9,59.1,59.8,0.8,11574,1.3559322033898313,1,58.64,58.629999999999995,50182493.6,1.9781718963165016,1.9955654101995597,0.7999999999999972,-0.19999999999999574,58.973894246568236,59.0449875810941,1.6442803577056913,46.26880373856954,59.845000000000006,63.13356071541139,56.55643928458862,0.49315810108216607,1.4714285714285715,45.925925925925895,35.46624638823218,-1.6161763633064368,,,44.26570519994092
2010-02-24,60489712,3559090588,59.2,59.2,58.4,58.5,-1.3,13513,-2.1739130434782594,0,58.86,58.58,53113349.8,-0.6116207951070327,-0.13656538067599575,0.8000000000000043,0.7000000000000028,58.81592949771216,58.94589892998607,1.5445915828770542,40.49439376691197,59.645,62.73418316575411,56.555816834245896,0.31467592911077924,1.5071428571428573,46.66666666666664,43.04176516942472,-1.552089346938594,,,42.371076577365265
2010-02-25,57502162,3357159422,58.5,58.9,57.9,58.2,-0.3,12447,-0.512820512820511,0,58.779999999999994,58.42,54703449.2,-0.986730180333432,-0.37658336186237396,1.0,0.29999999999999716,58.61061966514144,58.81028094271588,1.3574259696785653,39.276213550876335,59.404999999999994,62.119851939357126,56.69014806064286,0.2780726118925419,1.442857142857143,40.74074074074074,44.44444444444443,-1.5081227176254615,,,41.05194725981735
2010-02-26,31376014,1835097974,58.2,58.9,58.0,58.8,0.6,8183,1.0309278350515427,1,58.86,58.39,50216685.8,-0.10193679918450947,0.7021750299708797,0.8999999999999986,-0.5999999999999943,58.67374644342763,58.80841168040389,1.1342862351090168,42.97130149973868,59.21500000000001,61.48357247021804,56.94642752978198,0.4085327875903987,1.3571428571428572,36.216216216216196,41.20787454120786,-1.4086260967376703,-1.7866769427217777,0.37805084598410743,39.827041464951414
2010-03-01,65860360,3910413197,59.5,59.9,58.2,59.6,0.8,14348,1.3605442176870763,1,58.98,58.629999999999995,53451800.4,1.0512037978976,1.6544431178577623,1.6999999999999957,-0.10000000000000142,58.98249762895176,58.95233682942136,1.0495111644048467,47.55381019577812,59.14,61.239022328809696,57.040977671190305,0.6095748229274092,1.3357142857142854,49.867009867009855,42.27465560798893,-1.250802520865605,-1.6795020583505431,0.42869953748493805,37.37943335417711
2010-03-02,54451553,3269667531,60.5,60.5,59.5,59.9,0.3,13024,0.503355704697972,1,59.0,58.81999999999999,53935960.2,1.525423728813557,1.836110166610006,1.0,0.6000000000000014,59.288331752634505,59.12463922407202,1.0235516082429517,49.202239604121004,59.11500000000001,61.16210321648591,57.06789678351411,0.691734347754955,1.307142857142857,68.59716859716855,51.56013156013153,-1.0889657873947272,-1.56139480415938,0.47242901676465276,34.97058165344641
2010-03-03,34984387,2093549040,59.6,60.1,59.6,60.0,0.1,5904,0.16694490818029983,1,59.3,59.08,48834895.2,1.1804384485666153,1.5572105619499015,0.5,-0.3999999999999986,59.52555450175634,59.28379572878619,1.0187195265057507,49.768989894997816,59.11,61.1474390530115,57.072560946988496,0.7184114412366119,1.2357142857142855,80.95238095238095,66.47218647218645,-0.9417835513432351,-1.437472553596151,0.4956890022529159,32.73379078848219
2010-03-04,54471642,3220104005,59.8,59.8,58.4,59.2,-0.8,13969,-1.3333333333333308,0,59.5,59.14,48228791.2,-0.5042016806722641,0.101454176530271,1.3999999999999986,0.5999999999999943,59.41703633450423,59.26856014173415,1.0125008122153445,45.40461678432739,59.089999999999996,61.11500162443068,57.06499837556931,0.5271604720393576,1.2785714285714285,77.14285714285715,75.56413556413554,-0.8795549213730567,-1.3258890271515322,0.44633410577847554,31.381417211186097
2010-03-05,60054500,3606334057,59.8,60.4,59.6,60.4,1.2,12880,2.0270270270270174,1,59.82000000000001,59.339999999999996,53964488.4,0.9695753928451875,1.7863161442534587,0.7999999999999972,-0.6000000000000014,59.74469088966949,59.47427647960067,1.0351201303280775,52.17883441324671,59.11,61.180240260656156,57.03975973934384,0.8115580409954779,1.2285714285714282,81.90476190476191,80.0,-0.7250503831186634,-1.2057212983449586,0.4806709152262951,29.449826443147625
2010-03-08,44396339,2704346592,60.9,61.2,60.6,61.2,0.8,11378,1.324503311258285,1,60.14,59.56,49671684.2,1.7625540405720026,2.7535258562793827,0.6000000000000014,-0.30000000000000426,60.229793926446334,59.78804439240055,1.0002499687577553,56.090445605311345,59.095000000000006,61.09549993751552,57.09450006248449,1.026118486815417,1.2214285714285715,86.66666666666667,81.90476190476191,-0.5319194727128718,-1.0709609332185412,0.5390414605056695,27.831162318088737
2010-03-09,31475924,1924797115,61.2,61.4,60.8,61.3,0.1,6949,0.16339869281045694,1,60.42,59.71,45076558.4,1.4564713670969802,2.662870540947909,0.6000000000000014,-0.09999999999999432,60.586529284297555,60.06294541196408,1.106488043077545,56.56867176659564,59.17,61.38297608615509,56.957023913844914,0.9812523762289591,1.1785714285714286,98.14671814671811,88.9060489060489,-0.36656711301930045,-0.9300821691786931,0.5635150561593927,26.51395263552136
2010-03-10,30588530,1870897516,61.3,61.4,60.8,61.4,0.1,6050,0.16313213703100793,1,60.7,60.0,44197387.0,1.1532125205930737,2.333333333333331,0.6000000000000014,-0.10000000000000142,60.857686189531705,60.30604624615243,1.2121750785478649,57.07216996375782,59.290000000000006,61.71435015709574,56.865649842904276,0.9351681612130822,1.0928571428571427,99.09909909909908,94.63749463749461,-0.2248629324842355,-0.7890383218398016,0.5641753893555661,25.290829358851653
2010-03-11,30381134,1864708630,61.6,61.8,61.2,61.4,0.0,6607,0.0,0,61.14,60.32000000000001,39379285.4,0.4252535165194603,1.790450928381948,0.5999999999999943,0.20000000000000284,61.038457459687805,60.504946928670165,1.2974063195062016,57.07216996375782,59.36999999999999,61.96481263901239,56.77518736098759,0.8911650439572074,1.0642857142857136,95.68029568029567,97.64203764203762,-0.11127859807660201,-0.6534863770871617,0.5422077790105597,24.54861256268768
2010-03-12,69392867,4236637111,61.4,61.5,60.6,60.8,-0.6,9260,-0.9771986970684043,0,61.220000000000006,60.52,41246958.8,-0.6860503103561071,0.4626569729015103,0.8999999999999986,0.6000000000000014,60.958971639791876,60.55859294163922,1.333959282894701,52.811808338715814,59.455,62.1229185657894,56.7870814342106,0.7520691630634596,0.9785714285714278,88.03418803418803,94.27119427119426,-0.0688831383774442,-0.5365657293452182,0.467682590967774,23.12537312627134
